Fossil CH4 fraction as a proportion of total anthropogenic CH4 emissions,,,,
Original sources: ,RCP emissions database pik.potsdam.de/~mmalte/rcps,,,
,RCP database tntcat.iiasa.ac.at/RcpDb/,,,
Method: ,Linearly interpolate between decades. Years before 1850 and after 2100 are set equal to 1850 and 2100 respectively.,,,
Year,RCP3PD,RCP4.5,RCP6,RCP8.5
2298,0.13393557,0.25097575,0.16354547,0.38806306
2299,0.13393557,0.25097575,0.16354547,0.38806306
2300,0.13393557,0.25097575,0.16354547,0.38806306
2301,0.13393557,0.25097575,0.16354547,0.38806306
2302,0.13393557,0.25097575,0.16354547,0.38806306
2303,0.13393557,0.25097575,0.16354547,0.38806306
2304,0.13393557,0.25097575,0.16354547,0.38806306
2305,0.13393557,0.25097575,0.16354547,0.38806306
2306,0.13393557,0.25097575,0.16354547,0.38806306
2307,0.13393557,0.25097575,0.16354547,0.38806306
2308,0.13393557,0.25097575,0.16354547,0.38806306
2309,0.13393557,0.25097575,0.16354547,0.38806306
2310,0.13393557,0.25097575,0.16354547,0.38806306
2311,0.13393557,0.25097575,0.16354547,0.38806306
2312,0.13393557,0.25097575,0.16354547,0.38806306
2313,0.13393557,0.25097575,0.16354547,0.38806306
2314,0.13393557,0.25097575,0.16354547,0.38806306
2315,0.13393557,0.25097575,0.16354547,0.38806306
2316,0.13393557,0.25097575,0.16354547,0.38806306
2317,0.13393557,0.25097575,0.16354547,0.38806306
2318,0.13393557,0.25097575,0.16354547,0.38806306
2319,0.13393557,0.25097575,0.16354547,0.38806306
2320,0.13393557,0.25097575,0.16354547,0.38806306
2321,0.13393557,0.25097575,0.16354547,0.38806306
2322,0.13393557,0.25097575,0.16354547,0.38806306
2323,0.13393557,0.25097575,0.16354547,0.38806306
2324,0.13393557,0.25097575,0.16354547,0.38806306
2325,0.13393557,0.25097575,0.16354547,0.38806306
2326,0.13393557,0.25097575,0.16354547,0.38806306
2327,0.13393557,0.25097575,0.16354547,0.38806306
2328,0.13393557,0.25097575,0.16354547,0.38806306
2329,0.13393557,0.25097575,0.16354547,0.38806306
2330,0.13393557,0.25097575,0.16354547,0.38806306
2331,0.13393557,0.25097575,0.16354547,0.38806306
2332,0.13393557,0.25097575,0.16354547,0.38806306
2333,0.13393557,0.25097575,0.16354547,0.38806306
2334,0.13393557,0.25097575,0.16354547,0.38806306
2335,0.13393557,0.25097575,0.16354547,0.38806306
2336,0.13393557,0.25097575,0.16354547,0.38806306
2337,0.13393557,0.25097575,0.16354547,0.38806306
2338,0.13393557,0.25097575,0.16354547,0.38806306
2339,0.13393557,0.25097575,0.16354547,0.38806306
2340,0.13393557,0.25097575,0.16354547,0.38806306
2341,0.13393557,0.25097575,0.16354547,0.38806306
2342,0.13393557,0.25097575,0.16354547,0.38806306
2343,0.13393557,0.25097575,0.16354547,0.38806306
2344,0.13393557,0.25097575,0.16354547,0.38806306
2345,0.13393557,0.25097575,0.16354547,0.38806306
2346,0.13393557,0.25097575,0.16354547,0.38806306
2347,0.13393557,0.25097575,0.16354547,0.38806306
2348,0.13393557,0.25097575,0.16354547,0.38806306
2349,0.13393557,0.25097575,0.16354547,0.38806306
2350,0.13393557,0.25097575,0.16354547,0.38806306
2351,0.13393557,0.25097575,0.16354547,0.38806306
2352,0.13393557,0.25097575,0.16354547,0.38806306
2353,0.13393557,0.25097575,0.16354547,0.38806306
2354,0.13393557,0.25097575,0.16354547,0.38806306
2355,0.13393557,0.25097575,0.16354547,0.38806306
2356,0.13393557,0.25097575,0.16354547,0.38806306
2357,0.13393557,0.25097575,0.16354547,0.38806306
2358,0.13393557,0.25097575,0.16354547,0.38806306
2359,0.13393557,0.25097575,0.16354547,0.38806306
2360,0.13393557,0.25097575,0.16354547,0.38806306
2361,0.13393557,0.25097575,0.16354547,0.38806306
2362,0.13393557,0.25097575,0.16354547,0.38806306
2363,0.13393557,0.25097575,0.16354547,0.38806306
2364,0.13393557,0.25097575,0.16354547,0.38806306
2365,0.13393557,0.25097575,0.16354547,0.38806306
2366,0.13393557,0.25097575,0.16354547,0.38806306
2367,0.13393557,0.25097575,0.16354547,0.38806306
2368,0.13393557,0.25097575,0.16354547,0.38806306
2369,0.13393557,0.25097575,0.16354547,0.38806306
2370,0.13393557,0.25097575,0.16354547,0.38806306
2371,0.13393557,0.25097575,0.16354547,0.38806306
2372,0.13393557,0.25097575,0.16354547,0.38806306
2373,0.13393557,0.25097575,0.16354547,0.38806306
2374,0.13393557,0.25097575,0.16354547,0.38806306
2375,0.13393557,0.25097575,0.16354547,0.38806306
2376,0.13393557,0.25097575,0.16354547,0.38806306
2377,0.13393557,0.25097575,0.16354547,0.38806306
2378,0.13393557,0.25097575,0.16354547,0.38806306
2379,0.13393557,0.25097575,0.16354547,0.38806306
2380,0.13393557,0.25097575,0.16354547,0.38806306
2381,0.13393557,0.25097575,0.16354547,0.38806306
2382,0.13393557,0.25097575,0.16354547,0.38806306
2383,0.13393557,0.25097575,0.16354547,0.38806306
2384,0.13393557,0.25097575,0.16354547,0.38806306
2385,0.13393557,0.25097575,0.16354547,0.38806306
2386,0.13393557,0.25097575,0.16354547,0.38806306
2387,0.13393557,0.25097575,0.16354547,0.38806306
2388,0.13393557,0.25097575,0.16354547,0.38806306
2389,0.13393557,0.25097575,0.16354547,0.38806306
2390,0.13393557,0.25097575,0.16354547,0.38806306
2391,0.13393557,0.25097575,0.16354547,0.38806306
2392,0.13393557,0.25097575,0.16354547,0.38806306
2393,0.13393557,0.25097575,0.16354547,0.38806306
2394,0.13393557,0.25097575,0.16354547,0.38806306
2395,0.13393557,0.25097575,0.16354547,0.38806306
2396,0.13393557,0.25097575,0.16354547,0.38806306
2397,0.13393557,0.25097575,0.16354547,0.38806306
2398,0.13393557,0.25097575,0.16354547,0.38806306
2399,0.13393557,0.25097575,0.16354547,0.38806306
2400,0.13393557,0.25097575,0.16354547,0.38806306
2401,0.13393557,0.25097575,0.16354547,0.38806306
2402,0.13393557,0.25097575,0.16354547,0.38806306
2403,0.13393557,0.25097575,0.16354547,0.38806306
2404,0.13393557,0.25097575,0.16354547,0.38806306
2405,0.13393557,0.25097575,0.16354547,0.38806306
2406,0.13393557,0.25097575,0.16354547,0.38806306
2407,0.13393557,0.25097575,0.16354547,0.38806306
2408,0.13393557,0.25097575,0.16354547,0.38806306
2409,0.13393557,0.25097575,0.16354547,0.38806306
2410,0.13393557,0.25097575,0.16354547,0.38806306
2411,0.13393557,0.25097575,0.16354547,0.38806306
2412,0.13393557,0.25097575,0.16354547,0.38806306
2413,0.13393557,0.25097575,0.16354547,0.38806306
2414,0.13393557,0.25097575,0.16354547,0.38806306
2415,0.13393557,0.25097575,0.16354547,0.38806306
2416,0.13393557,0.25097575,0.16354547,0.38806306
2417,0.13393557,0.25097575,0.16354547,0.38806306
2418,0.13393557,0.25097575,0.16354547,0.38806306
2419,0.13393557,0.25097575,0.16354547,0.38806306
2420,0.13393557,0.25097575,0.16354547,0.38806306
2421,0.13393557,0.25097575,0.16354547,0.38806306
2422,0.13393557,0.25097575,0.16354547,0.38806306
2423,0.13393557,0.25097575,0.16354547,0.38806306
2424,0.13393557,0.25097575,0.16354547,0.38806306
2425,0.13393557,0.25097575,0.16354547,0.38806306
2426,0.13393557,0.25097575,0.16354547,0.38806306
2427,0.13393557,0.25097575,0.16354547,0.38806306
2428,0.13393557,0.25097575,0.16354547,0.38806306
2429,0.13393557,0.25097575,0.16354547,0.38806306
2430,0.13393557,0.25097575,0.16354547,0.38806306
2431,0.13393557,0.25097575,0.16354547,0.38806306
2432,0.13393557,0.25097575,0.16354547,0.38806306
2433,0.13393557,0.25097575,0.16354547,0.38806306
2434,0.13393557,0.25097575,0.16354547,0.38806306
2435,0.13393557,0.25097575,0.16354547,0.38806306
2436,0.13393557,0.25097575,0.16354547,0.38806306
2437,0.13393557,0.25097575,0.16354547,0.38806306
2438,0.13393557,0.25097575,0.16354547,0.38806306
2439,0.13393557,0.25097575,0.16354547,0.38806306
2440,0.13393557,0.25097575,0.16354547,0.38806306
2441,0.13393557,0.25097575,0.16354547,0.38806306
2442,0.13393557,0.25097575,0.16354547,0.38806306
2443,0.13393557,0.25097575,0.16354547,0.38806306
2444,0.13393557,0.25097575,0.16354547,0.38806306
2445,0.13393557,0.25097575,0.16354547,0.38806306
2446,0.13393557,0.25097575,0.16354547,0.38806306
2447,0.13393557,0.25097575,0.16354547,0.38806306
2448,0.13393557,0.25097575,0.16354547,0.38806306
2449,0.13393557,0.25097575,0.16354547,0.38806306
2450,0.13393557,0.25097575,0.16354547,0.38806306
2451,0.13393557,0.25097575,0.16354547,0.38806306
2452,0.13393557,0.25097575,0.16354547,0.38806306
2453,0.13393557,0.25097575,0.16354547,0.38806306
2454,0.13393557,0.25097575,0.16354547,0.38806306
2455,0.13393557,0.25097575,0.16354547,0.38806306
2456,0.13393557,0.25097575,0.16354547,0.38806306
2457,0.13393557,0.25097575,0.16354547,0.38806306
2458,0.13393557,0.25097575,0.16354547,0.38806306
2459,0.13393557,0.25097575,0.16354547,0.38806306
2460,0.13393557,0.25097575,0.16354547,0.38806306
2461,0.13393557,0.25097575,0.16354547,0.38806306
2462,0.13393557,0.25097575,0.16354547,0.38806306
2463,0.13393557,0.25097575,0.16354547,0.38806306
2464,0.13393557,0.25097575,0.16354547,0.38806306
2465,0.13393557,0.25097575,0.16354547,0.38806306
2466,0.13393557,0.25097575,0.16354547,0.38806306
2467,0.13393557,0.25097575,0.16354547,0.38806306
2468,0.13393557,0.25097575,0.16354547,0.38806306
2469,0.13393557,0.25097575,0.16354547,0.38806306
2470,0.13393557,0.25097575,0.16354547,0.38806306
2471,0.13393557,0.25097575,0.16354547,0.38806306
2472,0.13393557,0.25097575,0.16354547,0.38806306
2473,0.13393557,0.25097575,0.16354547,0.38806306
2474,0.13393557,0.25097575,0.16354547,0.38806306
2475,0.13393557,0.25097575,0.16354547,0.38806306
2476,0.13393557,0.25097575,0.16354547,0.38806306
2477,0.13393557,0.25097575,0.16354547,0.38806306
2478,0.13393557,0.25097575,0.16354547,0.38806306
2479,0.13393557,0.25097575,0.16354547,0.38806306
2480,0.13393557,0.25097575,0.16354547,0.38806306
2481,0.13393557,0.25097575,0.16354547,0.38806306
2482,0.13393557,0.25097575,0.16354547,0.38806306
2483,0.13393557,0.25097575,0.16354547,0.38806306
2484,0.13393557,0.25097575,0.16354547,0.38806306
2485,0.13393557,0.25097575,0.16354547,0.38806306
2486,0.13393557,0.25097575,0.16354547,0.38806306
2487,0.13393557,0.25097575,0.16354547,0.38806306
2488,0.13393557,0.25097575,0.16354547,0.38806306
2489,0.13393557,0.25097575,0.16354547,0.38806306
2490,0.13393557,0.25097575,0.16354547,0.38806306
2491,0.13393557,0.25097575,0.16354547,0.38806306
2492,0.13393557,0.25097575,0.16354547,0.38806306
2493,0.13393557,0.25097575,0.16354547,0.38806306
2494,0.13393557,0.25097575,0.16354547,0.38806306
2495,0.13393557,0.25097575,0.16354547,0.38806306
2496,0.13393557,0.25097575,0.16354547,0.38806306
2497,0.13393557,0.25097575,0.16354547,0.38806306
2498,0.13393557,0.25097575,0.16354547,0.38806306
2499,0.13393557,0.25097575,0.16354547,0.38806306
2500,0.13393557,0.25097575,0.16354547,0.38806306
