Model,Scenario,Region,Variable,Unit,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2159,2160,2161,2162,2163,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,2179,2180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192,2193,2194,2195,2196,2197,2198,2199,2200,2201,2202,2203,2204,2205,2206,2207,2208,2209,2210,2211,2212,2213,2214,2215,2216,2217,2218,2219,2220,2221,2222,2223,2224,2225,2226,2227,2228,2229,2230,2231,2232,2233,2234,2235,2236,2237,2238,2239,2240,2241,2242,2243,2244,2245,2246,2247,2248,2249,2250,2251,2252,2253,2254,2255,2256,2257,2258,2259,2260,2261,2262,2263,2264,2265,2266,2267,2268,2269,2270,2271,2272,2273,2274,2275,2276,2277,2278,2279,2280,2281,2282,2283,2284,2285,2286,2287,2288,2289,2290,2291,2292,2293,2294,2295,2296,2297,2298,2299,2300,2301,2302,2303,2304,2305,2306,2307,2308,2309,2310,2311,2312,2313,2314,2315,2316,2317,2318,2319,2320,2321,2322,2323,2324,2325,2326,2327,2328,2329,2330,2331,2332,2333,2334,2335,2336,2337,2338,2339,2340,2341,2342,2343,2344,2345,2346,2347,2348,2349,2350,2351,2352,2353,2354,2355,2356,2357,2358,2359,2360,2361,2362,2363,2364,2365,2366,2367,2368,2369,2370,2371,2372,2373,2374,2375,2376,2377,2378,2379,2380,2381,2382,2383,2384,2385,2386,2387,2388,2389,2390,2391,2392,2393,2394,2395,2396,2397,2398,2399,2400,2401,2402,2403,2404,2405,2406,2407,2408,2409,2410,2411,2412,2413,2414,2415,2416,2417,2418,2419,2420,2421,2422,2423,2424,2425,2426,2427,2428,2429,2430,2431,2432,2433,2434,2435,2436,2437,2438,2439,2440,2441,2442,2443,2444,2445,2446,2447,2448,2449,2450,2451,2452,2453,2454,2455,2456,2457,2458,2459,2460,2461,2462,2463,2464,2465,2466,2467,2468,2469,2470,2471,2472,2473,2474,2475,2476,2477,2478,2479,2480,2481,2482,2483,2484,2485,2486,2487,2488,2489,2490,2491,2492,2493,2494,2495,2496,2497,2498,2499,2500
FAIR 2.0,RCP85,World,Emissions|CO2,GtC/yr,0.003,0.008338296,0.013676593,0.019014889,0.024353185,0.029691482,0.036029778,0.041368074,0.046706371,0.052044667,0.057382963,0.062721259,0.068059556,0.073397852,0.078736148,0.084074445,0.090412741,0.095751037,0.101089334,0.10642763,0.11176593,0.11710422,0.12244252,0.12778082,0.13311911,0.13845741,0.1447957,0.150134,0.1554723,0.16081059,0.16614889,0.17148719,0.17782548,0.18316378,0.18850207,0.19484037,0.20017867,0.20751696,0.21185526,0.21719356,0.22253185,0.22887015,0.23420845,0.23954674,0.24488504,0.25022333,0.25656163,0.26189993,0.26723822,0.27257652,0.27891482,0.28525311,0.29159141,0.2969297,0.302268,0.3076063,0.31294459,0.31928289,0.32562119,0.33095948,0.33729778,0.34263608,0.34897437,0.35431267,0.35965096,0.37098926,0.37532756,0.38066585,0.38700415,0.39234245,0.39868074,0.40801904,0.41335733,0.41969563,0.42603393,0.433372219,0.439710519,0.447048819,0.453387109,0.460725409,0.470063709,0.475401999,0.483740299,0.490078589,0.498416889,0.507755189,0.500785689,0.555622819,0.556354489,0.564817079,0.564679249,0.574934879,0.581231999,0.587232979,0.597253889,0.609966889,0.623223598,0.570716628,0.57774912,0.58613825,0.59379536,0.59691218,0.60360622,0.6072347,0.61276645,0.6166445,0.64366524,0.7403334,0.76129965,0.75771154,0.77842647,0.78787801,0.79713853,0.8050507,0.82534752,0.85724317,0.89187292,0.86066403,0.88051762,0.88712775,0.8922361,0.89814412,0.91116314,0.94173355,0.94020019,0.96775411,0.98224854,0.99719118,0.9944033,1.02336718,1.0504185,1.06527839,1.08956411,1.11600097,1.15920445,1.18720627,1.25494317,1.26897363,1.34367095,1.37229323,1.4328152,1.50353383,1.58776273,1.56141277,1.60237806,1.64098168,1.61489404,1.62684843,1.66597976,1.56479151,1.54374963,1.60911647,1.66619629,1.65030426,1.52565434,1.65328337,1.5604166,1.59294089,1.72328818,1.71986058,1.73308854,1.74448326,1.85918283,1.86467141,1.96922601,1.94887975,1.84334081,1.65922596,1.70158848,1.76986255,1.82171575,1.93129993,1.98869902,1.92388222,1.97144376,2.06583237,2.08436458,2.1110497,2.1547656,2.15139864,1.92914739,2.08014892,2.26217994,2.34413044,2.30112641,2.52233465,2.8565201,2.9056378,2.9455171,3.0171416,3.2341855,3.4226883,3.5418718,3.6495817,3.6655957,3.7692833,3.8383218,3.9355717,4.0922947,4.2595879,4.4092558,4.5986968,4.7086254,4.8232028,5.0383879,5.2731129,5.3018913,5.4460621,5.6680986,5.6827371,5.6465876,5.9736077,6.1229874,6.19537,6.4517127,6.3572096,6.2128621,6.3174055,6.3355201,6.5500833,6.7193449,6.8972023,7.0470086,7.2807248,7.4126436,7.4634833,7.6159799,7.4215304,7.4221006,7.5315956,7.6470104,7.7611025,7.8371397,7.8028431,7.7517892,7.8838,8.0279,8.1807,8.5117,8.9148,9.1665,9.3265,9.4872,9.6479,9.8086,9.9693,10.21677,10.46424,10.71171,10.95918,11.20665,11.45412,11.70159,11.94906,12.19653,12.444,12.65501,12.86602,13.07703,13.28804,13.49905,13.71006,13.92107,14.13208,14.34309,14.5541,14.84185,15.1296,15.41735,15.7051,15.99285,16.2806,16.56835,16.8561,17.14385,17.4316,17.7665,18.1014,18.4363,18.7712,19.1061,19.441,19.7759,20.1108,20.4457,20.7806,21.11225,21.4439,21.77555,22.1072,22.43885,22.7705,23.10215,23.4338,23.76545,24.0971,24.32481,24.55252,24.78023,25.00794,25.23565,25.46336,25.69107,25.91878,26.14649,26.3742,26.50829,26.64238,26.77647,26.91056,27.04465,27.17874,27.31283,27.44692,27.58101,27.7151,27.79666,27.87822,27.95978,28.04134,28.1229,28.20446,28.28602,28.36758,28.44914,28.5307,28.55933,28.58796,28.61659,28.64522,28.67385,28.70248,28.73111,28.75974,28.78837,28.817,28.81392,28.81084,28.80776,28.80468,28.8016,28.79852,28.79544,28.79236,28.78928,28.7862,28.78312,28.78004,28.77696,28.77388,28.7708,28.76772,28.76464,28.76156,28.75848,28.7554,28.75232,28.74924,28.74616,28.74308,28.74,28.74,28.74,28.74,28.74,28.74,28.74,28.74,28.74,28.74,28.74,28.74,28.74,28.74,28.74,28.74,28.74,28.74,28.74,28.74,28.74,28.74,28.74,28.74,28.74,28.74,28.470205,28.20041,27.930615,27.66082,27.391026,27.121231,26.851436,26.581641,26.311846,26.042051,25.772256,25.502461,25.232666,24.962871,24.693077,24.423282,24.153487,23.883692,23.613897,23.344102,23.074307,22.804512,22.534717,22.264922,21.995128,21.725333,21.455538,21.185743,20.915948,20.646153,20.376358,20.106563,19.836768,19.566973,19.297179,19.027384,18.757589,18.487794,18.217999,17.948204,17.678409,17.408614,17.138819,16.869024,16.59923,16.329435,16.05964,15.789845,15.52005,15.250255,14.98046,14.710665,14.44087,14.171076,13.901281,13.631486,13.361691,13.091896,12.822101,12.552306,12.282511,12.012716,11.742921,11.473127,11.203332,10.933537,10.663742,10.393947,10.124152,9.8543571,9.5845622,9.3147673,9.0449724,8.7751776,8.5053827,8.2355878,7.9657929,7.695998,7.4262031,7.1564082,6.8866133,6.6168184,6.3470235,6.0772286,5.8074337,5.5376388,5.2678439,4.998049,4.7282541,4.4584592,4.1886643,3.9188694,3.6490745,3.3792796,3.1094847,2.8396898,2.5698949,2.3001,2.088,2.0458,2.05004,2.05428,2.05852,2.06276,2.067,2.07852,2.09004,2.10156,2.11308,2.1246,2.1217267,2.1188533,2.11598,2.1131067,2.1102333,2.10736,2.1044867,2.1016133,2.09874,2.0958667,2.0929933,2.09012,2.0872467,2.0843733,2.0815,2.078004,2.074508,2.071012,2.067516,2.06402,2.060524,2.057028,2.053532,2.050036,2.04654,2.043044,2.039548,2.036052,2.032556,2.02906,2.025564,2.022068,2.018572,2.015076,2.01158,2.008084,2.004588,2.001092,1.997596,1.9941,1.991988,1.989876,1.987764,1.985652,1.98354,1.981428,1.979316,1.977204,1.975092,1.97298,1.970868,1.968756,1.966644,1.964532,1.96242,1.960308,1.958196,1.956084,1.953972,1.95186,1.949748,1.947636,1.945524,1.943412,1.9413,1.939188,1.937076,1.934964,1.932852,1.93074,1.928628,1.926516,1.924404,1.922292,1.92018,1.918068,1.915956,1.913844,1.911732,1.90962,1.907508,1.905396,1.903284,1.901172,1.89906,1.896948,1.894836,1.892724,1.890612,1.8885,1.885994,1.883488,1.880982,1.878476,1.87597,1.873464,1.870958,1.868452,1.865946,1.86344,1.860934,1.858428,1.855922,1.853416,1.85091,1.848404,1.845898,1.843392,1.840886,1.83838,1.835874,1.833368,1.830862,1.828356,1.82585,1.823344,1.820838,1.818332,1.815826,1.81332,1.810814,1.808308,1.805802,1.803296,1.80079,1.798284,1.795778,1.793272,1.790766,1.78826,1.785754,1.783248,1.780742,1.778236,1.77573,1.773224,1.770718,1.768212,1.765706,1.7632,1.760278,1.757356,1.754434,1.751512,1.74859,1.745668,1.742746,1.739824,1.736902,1.73398,1.731058,1.728136,1.725214,1.722292,1.71937,1.716448,1.713526,1.710604,1.707682,1.70476,1.701838,1.698916,1.695994,1.693072,1.69015,1.687228,1.684306,1.681384,1.678462,1.67554,1.672618,1.669696,1.666774,1.663852,1.66093,1.658008,1.655086,1.652164,1.649242,1.64632,1.643398,1.640476,1.637554,1.634632,1.63171,1.628788,1.625866,1.622944,1.620022,1.6171,1.61445,1.6118,1.60915,1.6065,1.60385,1.6012,1.59855,1.5959,1.59325,1.5906,1.58795,1.5853,1.58265,1.58,1.57735,1.5747,1.57205,1.5694,1.56675,1.5641,1.56145,1.5588,1.55615,1.5535,1.55085,1.5482,1.54555,1.5429,1.54025,1.5376,1.53495,1.5323,1.52965,1.527,1.52435,1.5217,1.51905,1.5164,1.51375,1.5111,1.50845,1.5058,1.50315,1.5005,1.49785,1.4952,1.49255,1.4899,1.48725,1.4846
FAIR 2.0,RCP85,World,Emissions|CH4,MtCH4/yr,0,1.9632619,2.4364481,2.911105,3.3872782,3.8650146,4.3443625,4.8253718,5.3080938,5.7925816,6.2788896,6.7670743,7.2571937,7.7493076,8.2434776,8.7397674,9.2382426,9.7389706,10.242021,10.747466,11.25538,11.765839,12.278921,12.794707,13.313282,13.834732,14.359145,14.886613,15.417231,15.951096,16.488308,17.028971,17.573192,18.121081,18.672751,19.228319,19.787906,20.351635,20.919636,21.49204,22.068984,22.650607,23.237055,23.828476,24.425025,25.02686,25.634145,26.247048,26.865743,27.490408,28.12123,28.758398,29.402108,30.052563,30.709971,31.374548,32.046514,32.7261,33.413539,34.109076,34.81296,35.52545,36.246813,36.977321,37.717259,38.466917,39.226597,39.996609,40.777271,41.568914,42.371876,43.186509,44.013173,44.85224,45.704093,46.569129,47.447755,48.34039,49.247469,50.169439,51.106759,52.059904,53.029365,54.015644,55.019264,56.040759,56.46132,56.88188,57.302441,57.723001,58.143562,58.564122,58.984683,59.405243,59.825804,60.246364,59.614468,58.982573,58.350677,57.718781,57.086885,56.45499,55.823094,55.191198,54.559303,53.927407,56.683869,59.440331,62.196793,64.953255,67.709717,70.46618,73.222642,75.979104,78.735566,81.492028,84.359461,87.226893,90.094326,92.961758,95.829191,98.696624,101.56406,104.43149,107.29892,110.16635,111.52362,112.88089,114.23816,115.59543,116.9527,118.30997,119.66724,121.02451,122.38178,123.73905,124.8415,125.94396,127.04642,128.14887,129.25133,130.35378,131.45624,132.5587,133.66115,134.76361,135.96943,137.17525,138.38107,139.5869,140.79272,141.99854,143.20436,144.41019,145.61601,146.82183,147.86155,148.90128,149.941,150.98072,152.02045,153.06017,154.09989,155.13962,156.17934,157.21906,158.34545,159.47183,160.59821,161.7246,162.85098,163.97736,165.10375,166.23013,167.35651,168.4829,170.03046,171.57803,173.12559,174.67315,176.22072,177.76828,179.31584,180.86341,182.41097,183.95853,189.11003,194.26153,199.41303,204.56453,209.71603,214.86753,220.01902,225.17052,230.32202,235.47352,238.52217,241.57083,244.61948,247.66813,250.71679,253.76544,256.81409,259.86274,262.9114,265.96005,270.02505,274.09004,278.15504,282.22003,286.28503,290.35002,294.41502,298.48002,302.54501,306.61001,310.01251,313.415,316.8175,320.22,323.6225,327.025,330.42749,333.82999,337.23249,340.63499,336.59218,332.54937,328.50656,324.46375,320.42094,316.37814,312.33533,308.29252,304.24971,300.2069,303.4092,306.5788,309.7164,312.824,315.9027,322.1577,328.4342,334.75397,341.07373,347.3935,354.56076,361.72802,368.89528,376.06254,383.2298,390.39706,397.56432,404.73158,411.89884,419.0661,425.58022,432.09434,438.60846,445.12258,451.6367,458.15082,464.66494,471.17906,477.69318,484.2073,493.52545,502.8436,512.16175,521.4799,530.79805,540.1162,549.43435,558.7525,568.07065,577.3888,587.33132,597.27384,607.21636,617.15888,627.1014,637.04392,646.98644,656.92896,666.87148,676.814,683.65001,690.48602,697.32203,704.15804,710.99405,717.83006,724.66607,731.50208,738.33809,745.1741,748.66794,752.16178,755.65562,759.14946,762.6433,766.13714,769.63098,773.12482,776.61866,780.1125,784.24064,788.36878,792.49692,796.62506,800.7532,804.88134,809.00948,813.13762,817.26576,821.3939,826.32941,831.26492,836.20043,841.13594,846.07145,851.00696,855.94247,860.87798,865.81349,870.749,872.43319,874.11738,875.80157,877.48576,879.16995,880.85414,882.53833,884.22252,885.90671,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.5909,887.7612,887.93151,888.10181,888.27211,888.44242,888.61272,888.78302,888.95332,889.12363,889.29393,889.46423,889.63454,889.80484,889.97514,890.14545,890.31575,890.48605,890.65636,890.82666,890.99696,891.16726,891.33757,891.50787,891.67817,891.84848,892.01878,892.18908,892.35939,892.52969,892.69999,892.87029,893.0406,893.2109,893.3812,893.55151,893.72181,893.89211,894.06242,894.23272,894.40302,894.57333,894.74363,894.91393,895.08423,895.25454,895.42484,895.59514,895.76545,895.93575,896.10605,896.27636,896.44666,896.61696,896.78727,896.95757,897.12787,897.29817,897.46848,897.63878,897.80908,897.97939,898.14969,898.31999,898.4903,898.6606,898.8309,899.00121,899.17151,899.34181,899.51211,899.68242,899.85272,900.02302,900.19333,900.36363,900.53393,900.70424,900.87454,901.04484,901.21514,901.38545,901.55575,901.72605,901.89636,902.06666,902.23696,902.40727,902.57757,902.74787,902.91818,903.08848,903.25878,903.42908,903.59939,903.76969,903.93999,904.1103,904.2806,904.7895,904.8603,904.9552,905.0501,905.145,905.2399,905.3348,905.44156,905.54832,905.65508,905.76184,905.8686,905.9807,906.0928,906.2049,906.317,906.4291,906.5412,906.6533,906.7654,906.8775,906.9896,907.1017,907.2138,907.3259,907.438,907.5501,907.65054,907.75098,907.85142,907.95186,908.0523,908.15274,908.25318,908.35362,908.45406,908.5545,908.65494,908.75538,908.85582,908.95626,909.0567,909.15714,909.25758,909.35802,909.45846,909.5589,909.65934,909.75978,909.86022,909.96066,910.0611,910.14458,910.22807,910.31155,910.39504,910.47852,910.562,910.64549,910.72897,910.81246,910.89594,910.97942,911.06291,911.14639,911.22988,911.31336,911.39684,911.48033,911.56381,911.6473,911.73078,911.81426,911.89775,911.98123,912.06472,912.1482,912.23168,912.31517,912.39865,912.48214,912.56562,912.6491,912.73259,912.81607,912.89956,912.98304,913.06652,913.15001,913.23349,913.31698,913.40046,913.48394,913.56743,913.65091,913.7344,913.81788,913.90136,913.98485,914.06833,914.15182,914.2353,914.3042,914.37309,914.44199,914.51088,914.57978,914.64868,914.71757,914.78647,914.85536,914.92426,914.99316,915.06205,915.13095,915.19984,915.26874,915.33764,915.40653,915.47543,915.54432,915.61322,915.68212,915.75101,915.81991,915.8888,915.9577,916.0266,916.09549,916.16439,916.23328,916.30218,916.37108,916.43997,916.50887,916.57776,916.64666,916.71556,916.78445,916.85335,916.92224,916.99114,917.06004,917.12893,917.19783,917.26672,917.33562,917.40452,917.47341,917.54231,917.6112,917.6801,917.7393,917.79849,917.85769,917.91688,917.97608,918.03528,918.09447,918.15367,918.21286,918.27206,918.33126,918.39045,918.44965,918.50884,918.56804,918.62724,918.68643,918.74563,918.80482,918.86402,918.92322,918.98241,919.04161,919.1008,919.16,919.2192,919.27839,919.33759,919.39678,919.45598,919.51518,919.57437,919.63357,919.69276,919.75196,919.81116,919.87035,919.92955,919.98874,920.04794,920.10714,920.16633,920.22553,920.28472,920.34392,920.40312,920.46231,920.52151,920.5807,920.6399,920.691,920.74209,920.79319,920.84428,920.89538,920.94648,920.99757,921.04867,921.09976,921.15086,921.20196,921.25305,921.30415,921.35524,921.40634,921.45744,921.50853,921.55963,921.61072,921.66182,921.71292,921.76401,921.81511,921.8662,921.9173,921.9684,922.01949,922.07059,922.12168,922.17278,922.22388,922.27497,922.32607,922.37716,922.42826,922.47936,922.53045,922.58155,922.63264,922.68374,922.73484,922.78593,922.83703,922.88812,922.93922,922.99032,923.04141,923.09251,923.1436,923.1947
FAIR 2.0,RCP85,World,Emissions|N2O,MtN/yr,0,0.005191085,0.010116813,0.015042803,0.019969063,0.024895601,0.029822427,0.034749548,0.039676975,0.044604715,0.04953278,0.05446118,0.059389923,0.064319022,0.069248487,0.07417833,0.079108562,0.084039195,0.088970241,0.093901714,0.098833627,0.10376599,0.10869883,0.11363214,0.11856595,0.12350027,0.12843512,0.13337052,0.13830648,0.14324301,0.14818014,0.15311788,0.15805626,0.16299529,0.167935,0.1728754,0.17781651,0.18275836,0.18770098,0.19264437,0.19758858,0.20253362,0.20747952,0.2124263,0.217374,0.22232264,0.22727225,0.23222285,0.2371745,0.2421272,0.247081,0.25203593,0.25699203,0.26194932,0.26690786,0.27186767,0.2768288,0.28179128,0.28675516,0.29172049,0.2966873,0.30165564,0.30662557,0.31159712,0.31657035,0.32154532,0.32652206,0.33150065,0.33648114,0.34146358,0.34644803,0.35143456,0.35642324,0.36141413,0.36640729,0.3714028,0.37640073,0.38140115,0.38640415,0.3914098,0.39641818,0.40142938,0.40644349,0.41146059,0.41648078,0.42150415,0.42740096,0.46466062,0.46477417,0.46443647,0.46327909,0.46729312,0.47126447,0.47503119,0.47876627,0.48257672,0.50499476,0.47111281,0.47444935,0.47785801,0.48144966,0.48420454,0.48472337,0.48595323,0.48686155,0.48774355,0.58501628,0.66673981,0.69637076,0.7087503,0.72034342,0.74524338,0.75633197,0.7660459,0.77491118,0.78412129,0.81157848,0.78526034,0.79255607,0.7987505,0.80453383,0.82619361,0.83219647,0.83705812,0.84143987,0.84552548,0.85098169,0.85741997,0.86475824,0.87294487,0.88188195,0.89141802,0.90140157,0.91168111,0.92210515,0.9325222,0.9446669,0.95993065,0.97764708,0.99722904,1.0181293,1.0397413,1.0614586,1.0826746,1.1027829,1.121177,1.1389722,1.1575596,1.1767464,1.1962611,1.2158443,1.2353217,1.254519,1.2732618,1.2913759,1.3086869,1.3257924,1.343275,1.3609385,1.3796194,1.3998974,1.4211909,1.4429184,1.4644982,1.4853488,1.5048887,1.5226236,1.5385172,1.5526746,1.5653127,1.5771213,1.5889151,1.6015088,1.615717,1.6323545,1.6522358,1.7002044,1.7938613,1.9231582,2.0866797,2.280402,2.4903635,2.7026031,2.9031595,3.0780722,3.2133815,3.3186021,3.4111061,3.4887221,3.5543489,3.614111,3.6706801,3.7267318,3.7849451,3.8480013,3.9185827,4.0240052,4.1836477,4.3883117,4.6374693,4.8968181,5.195583,5.457478,5.619744,5.784831,5.9368752,5.6049759,5.9181309,6.0449043,5.9406002,6.1409693,6.3042588,6.534405,6.6193729,7.007773,7.0613923,6.8417522,7.1189858,7.2168971,7.0481314,7.0169243,7.0704917,7.4616728,7.2025077,7.3310397,7.5856812,7.4023631,7.7989323,7.3131034,7.5072841,7.6191035,7.6520638,7.9097526,7.8957263,7.5269849,7.4566,7.503,7.5487,7.5942,7.6394,7.6841,7.778,7.8717,7.9653667,8.0590333,8.1527,8.29296,8.43322,8.57348,8.71374,8.854,8.99426,9.13452,9.27478,9.41504,9.5553,9.67767,9.80004,9.92241,10.04478,10.16715,10.28952,10.41189,10.53426,10.65663,10.779,10.90391,11.02882,11.15373,11.27864,11.40355,11.52846,11.65337,11.77828,11.90319,12.0281,12.10488,12.18166,12.25844,12.33522,12.412,12.48878,12.56556,12.64234,12.71912,12.7959,12.85847,12.92104,12.98361,13.04618,13.10875,13.17132,13.23389,13.29646,13.35903,13.4216,13.47346,13.52532,13.57718,13.62904,13.6809,13.73276,13.78462,13.83648,13.88834,13.9402,14.00204,14.06388,14.12572,14.18756,14.2494,14.31124,14.37308,14.43492,14.49676,14.5586,14.63201,14.70542,14.77883,14.85224,14.92565,14.99906,15.07247,15.14588,15.21929,15.2927,15.34099,15.38928,15.43757,15.48586,15.53415,15.58244,15.63073,15.67902,15.72731,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.7756,15.750727,15.725853,15.70098,15.676106,15.651233,15.626359,15.601486,15.576612,15.551739,15.526865,15.501992,15.477118,15.452245,15.427371,15.402498,15.377624,15.352751,15.327878,15.303004,15.278131,15.253257,15.228384,15.20351,15.178637,15.153763,15.12889,15.104016,15.079143,15.054269,15.029396,15.004522,14.979649,14.954776,14.929902,14.905029,14.880155,14.855282,14.830408,14.805535,14.780661,14.755788,14.730914,14.706041,14.681167,14.656294,14.63142,14.606547,14.581673,14.5568,14.531927,14.507053,14.48218,14.457306,14.432433,14.407559,14.382686,14.357812,14.332939,14.308065,14.283192,14.258318,14.233445,14.208571,14.183698,14.158824,14.133951,14.109078,14.084204,14.059331,14.034457,14.009584,13.98471,13.959837,13.934963,13.91009,13.885216,13.860343,13.835469,13.810596,13.785722,13.760849,13.735976,13.711102,13.686229,13.661355,13.636482,13.611608,13.586735,13.561861,13.536988,13.512114,13.487241,13.462367,13.437494,13.41262,13.387747,13.362873,13.338,13.343,13.3436,13.34368,13.34376,13.34384,13.34392,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344,13.344
