1,1,1,1,1,1,1,1,1,1,1,1,1
-259.6544088,1,1,1,11.93274065,1,32.06056208,1,8.788662336,3.780444494,987.7528562,1,1
-115.1833737,1,1,1,7.116642277,1,10.65114661,1,5.805504644,4.548944165,384.1261011,1,1
-62.71789719,1,1,1,5.831655089,1,6.450092954,1,4.550883329,3.795822712,192.0630524,1,1
-35.83606548,1,1,1,5.042284936,1,4.666477213,1,3.823656579,3.25521951,131.7003801,1,1
-21.33462453,1,1,1,5.162175724,1,3.682630929,1,3.349221131,2.848274227,87.800253,1,1
-12.61348863,1,1,1,4.812814026,1,3.056339197,1,3.014286554,2.530849037,62.7144665,1,1
-7.207372583,1,1,1,4.088244166,1,2.619716598,1,2.697810935,2.276312569,52.91533126,1,1
-3.648923373,1,1,1,3.583850463,1,2.297533959,1,2.515008766,2.067643551,41.15636869,1,1
-1.8152164,1,1,1,2.958605482,1,2.05060078,1,2.369856863,2.524606251,36.58343884,1,1
-0.511056699,1,1,1,2.753733603,1,1.855814108,1,2.251861118,2.327786191,29.93190455,1,1
0.438276584,1,1,1,2.325228933,1,1.698666651,1,2.108263609,2.158850113,24.94325384,1,1
0.761297602,1,1,1,2.016692595,1,1.569608105,1,2.029522501,2.012251553,23.21641318,1,1
1.002423461,1,1,1,1.965233515,1,1.462084444,1,1.962366554,1.88382329,19.89978273,1,1
0.888015305,1,1,1,1.788367147,1,1.371463093,1,1.90444097,1.770373846,18.81434006,1,1
0.793043315,1,1,1,1.728602454,1,2.589478696,1,1.853988391,1.669417594,16.46254754,1,1
0.948950988,1,1,1,1.572534751,1,2.460108539,1,1.777083378,1.973737319,14.52577725,1,1
0.857576525,1,1,1,1.576745616,1,2.350756116,1,1.739674971,1.871896562,13.9877855,1,1
1.169178798,1,1,1,1.49775725,1,2.256412512,1,1.706355552,1.779656039,12.51538703,1,1
1.626832353,1,1,1,1.229398079,1,2.172653959,1,1.676503875,1.69571079,12.13029819,1,1
2.002957664,1,1,1,1.256586167,1,2.096107039,1,1.623433928,1.61898188,10.97503166,1,1
2.620510451,1,1,1,1.201148793,1,2.024175393,1,1.60028514,1.548569621,9.977301537,1,1
2.994319887,1,1,1,1.226786474,1,1.95483647,1,1.579252074,1.483717708,9.760403671,1,1
3.568939498,1,1,1,1.176361613,1,1.88656286,1,1.560067074,1.708543103,8.947036671,1,1
4.054430191,1,1,1,1.199980006,1,1.818218456,1,1.542505737,1.641874186,8.780025332,1,1
4.350958121,1,1,1,1.153284888,1,1.749277524,1,1.505178793,1.579892878,8.10463876,1,1
4.702772625,1,1,1,1.109486227,1,1.680193856,1,1.490953928,1.522114804,7.504295167,1,1
5.002525001,1,1,1,1.131216148,1,1.611977415,1,1.477958632,1.468120019,7.403791217,1,1
5.163888456,1,1,1,1.090320711,1,1.545456546,1,1.465928922,1.417542549,6.893184917,1,1
5.298761115,1,1,1,1.11030514,1,1.481165611,1,1.454766974,1.370062076,6.812088634,1,1
5.495613808,1,1,1,1.072104803,1,1.419472986,1,1.426555757,1.546296533,6.372599044,1,1
5.505587493,1,1,1,1.090653306,1,1.360629684,1,1.417430992,1.497181967,5.974311595,1,1
5.584599398,1,1,1,1.054940618,1,1.304770751,1,1.408804063,1.450805182,5.924022782,1,1
5.576955469,1,1,1,1.021240418,1,1.251955221,1,1.400847913,1.406937646,5.575550852,1,1
5.630074737,1,1,1,1.038883112,1,1.803268099,1,1.377564107,1.365375824,5.533629426,1,1
5.604878789,1,1,1,1.00725119,1,1.732631592,1,1.370907477,1.325936995,5.226205571,1,1
5.577232585,1,1,1,1.023705301,1,1.664797181,1,1.364755844,1.288457604,4.943707969,1,1
5.542393963,1,1,1,0.993631974,1,1.599006973,1,1.358785634,1.431760338,4.917688458,1,1
5.454450415,1,1,1,1.008780463,1,1.535541722,1,1.353440486,1.392916529,4.665499306,1,1
5.422078081,1,1,1,0.994238785,1,1.474955113,1,1.334415319,1.35585403,4.643282639,1,1
5.339432158,1,1,1,0.95287988,1,1.417610171,1,1.329910538,1.320448002,4.41678105,1,1
5.25729954,1,1,1,0.967215349,1,1.363726382,1,1.325576125,1.286584974,4.206458142,1,1
5.178294325,1,1,1,0.952295501,1,1.313411448,1,1.321562341,1.254161677,4.193118418,1,1
5.057873601,1,1,1,0.972715793,1,1.266690684,1,1.317767261,1.223083471,4.002522128,1,1
4.943736445,1,1,1,0.951848432,1,1.223532654,1,1.301777876,1.342422201,3.990920613,1,1
4.838062633,1,1,1,0.907846149,1,1.183703268,1,1.29863733,1.310202463,3.817402329,1,1
4.726213223,1,1,1,0.92131737,1,1.146645553,1,1.295589993,1.279228105,3.654959677,1,1
4.60840805,1,1,1,0.899479717,1,1.111794215,1,1.292772486,1.24942368,3.648614259,1,1
4.412942924,1,1,1,0.912359115,1,1.438500471,1,1.278683394,1.220719825,3.49969123,1,1
4.222929917,1,1,1,0.89154818,1,1.397017694,1,1.276367795,1.19305259,3.494091724,1,1
4.004070582,1,1,1,0.903871014,1,1.357788332,1,1.274104917,1.166362771,3.357068517,1,1
3.854216942,1,1,1,0.884007321,1,1.320667966,1,1.271956381,1.267328405,3.227950498,1,1
3.666661816,1,1,1,0.864930747,1,1.285523881,1,1.269915271,1.239666787,3.225608008,1,1
3.473723157,1,1,1,0.876833592,1,1.252233862,1,1.257643773,1.212921485,3.106141047,1,1
3.276662129,1,1,1,0.858574514,1,1.220684026,1,1.256040745,1.187043623,3.10404937,1,1
3.081251868,1,1,1,0.870003947,1,1.19076077,1,1.254518501,1.161987958,2.993190463,1,1
2.92092258,1,1,1,0.852497323,1,1.162335338,1,1.253072342,1.137712297,2.888166237,1,1
2.766128258,1,1,1,0.863473702,1,1.13527781,1,1.241937788,1.114177126,2.888166237,1,1
2.645928719,1,1,1,0.846645444,1,1.109478759,1,1.240734056,1.20048016,2.790262296,1,1
2.585304056,1,1,1,0.830394647,1,1.08484442,1,1.239645874,1.176101719,2.790262297,1,1
2.526752771,1,1,1,0.840969726,1,1.326613018,1,1.238558729,1.15242404,2.698778287,1,1
2.496050855,1,1,1,0.82529051,1,1.298425665,1,1.23757875,1.129413903,2.611720922,1,1
2.490170499,1,1,1,0.835431654,1,1.271407101,1,1.227634639,1.107040173,2.613102785,1,1
2.484068031,1,1,1,0.820275136,1,1.245477829,1,1.22688537,1.085273655,2.531443322,1,1
2.477752653,1,1,1,0.829997481,1,1.220565454,1,1.22617581,1.064086896,2.532699623,1,1
2.446415166,1,1,1,0.815326754,1,1.19665406,1,1.225205497,1.138313537,2.45595115,1,1
2.417582776,1,1,1,0.801113839,1,1.173805484,1,1.224622125,1.116382791,2.382639174,1,1
2.372840906,1,1,1,0.810502755,1,1.152021553,1,1.215695602,1.095004919,2.384829101,1,1
2.310620165,1,1,1,0.796755673,1,1.131172897,1,1.215195426,1.074156403,2.315703619,1,1
2.250719107,1,1,1,0.805781223,1,1.111092929,1,1.214769444,1.053815038,2.317708557,1,1
2.172902462,1,1,1,0.792409398,1,1.091635389,1,1.214322215,1.033959983,2.252420992,1,1
2.106936387,1,1,1,0.801023161,1,1.072671799,1,1.205882021,1.014571368,2.189853742,1,1
2.05938676,1,1,1,0.787942189,1,1.264904921,1,1.205632081,1.078599849,2.192500625,1,1
2.01034615,1,1,1,0.775151848,1,1.242940966,1,1.205355951,1.058546765,2.133243852,1,1
1.995926022,1,1,1,0.783239961,1,1.221211113,1,1.205097396,1.038941631,2.135681844,1,1
1.997030013,1,1,1,0.770621724,1,1.199563808,1,1.204812586,1.019767372,2.079479691,1,1
2.013373639,1,1,1,0.778165404,1,1.177813925,1,1.197196206,1.001007727,2.025467231,1,1
2.060012135,1,1,1,0.765631634,1,1.155947717,1,1.197033635,0.982647402,2.028352512,1,1
2.135224589,1,1,1,0.753319192,1,1.134178223,1,1.196923878,0.964671823,1.977001816,1,1
2.190482014,1,1,1,0.760261979,1,1.11276849,1,1.196783789,1.019918543,1.97967344,1,1
2.241691951,1,1,1,0.748167948,1,1.091942992,1,1.189535406,1.001345123,1.930792614,1,1
2.27575333,1,1,1,0.754782506,1,1.071891969,1,1.189576526,0.983143712,1.883700111,1,1
2.292975982,1,1,1,0.743017108,1,1.228241759,1,1.189506142,0.965301609,1.886686319,1,1
2.281201459,1,1,1,0.74943391,1,1.207195509,1,1.189518905,0.947806824,1.841765217,1,1
2.268980023,1,1,1,0.738087184,1,1.187536251,1,1.189460134,0.930647822,1.844543143,1,1
2.229391548,1,1,1,0.729495666,0,1.169455865,1,1.18272461,0.913813789,1.801646791,1,1
