Model,Scenario,Region,Variable,Unit,Activity_Id,Mip_Era,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155,2156,2157,2158,2159,2160,2161,2162,2163,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,2179,2180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192,2193,2194,2195,2196,2197,2198,2199,2200,2201,2202,2203,2204,2205,2206,2207,2208,2209,2210,2211,2212,2213,2214,2215,2216,2217,2218,2219,2220,2221,2222,2223,2224,2225,2226,2227,2228,2229,2230,2231,2232,2233,2234,2235,2236,2237,2238,2239,2240,2241,2242,2243,2244,2245,2246,2247,2248,2249,2250,2251,2252,2253,2254,2255,2256,2257,2258,2259,2260,2261,2262,2263,2264,2265,2266,2267,2268,2269,2270,2271,2272,2273,2274,2275,2276,2277,2278,2279,2280,2281,2282,2283,2284,2285,2286,2287,2288,2289,2290,2291,2292,2293,2294,2295,2296,2297,2298,2299,2300,2301,2302,2303,2304,2305,2306,2307,2308,2309,2310,2311,2312,2313,2314,2315,2316,2317,2318,2319,2320,2321,2322,2323,2324,2325,2326,2327,2328,2329,2330,2331,2332,2333,2334,2335,2336,2337,2338,2339,2340,2341,2342,2343,2344,2345,2346,2347,2348,2349,2350,2351,2352,2353,2354,2355,2356,2357,2358,2359,2360,2361,2362,2363,2364,2365,2366,2367,2368,2369,2370,2371,2372,2373,2374,2375,2376,2377,2378,2379,2380,2381,2382,2383,2384,2385,2386,2387,2388,2389,2390,2391,2392,2393,2394,2395,2396,2397,2398,2399,2400,2401,2402,2403,2404,2405,2406,2407,2408,2409,2410,2411,2412,2413,2414,2415,2416,2417,2418,2419,2420,2421,2422,2423,2424,2425,2426,2427,2428,2429,2430,2431,2432,2433,2434,2435,2436,2437,2438,2439,2440,2441,2442,2443,2444,2445,2446,2447,2448,2449,2450,2451,2452,2453,2454,2455,2456,2457,2458,2459,2460,2461,2462,2463,2464,2465,2466,2467,2468,2469,2470,2471,2472,2473,2474,2475,2476,2477,2478,2479,2480,2481,2482,2483,2484,2485,2486,2487,2488,2489,2490,2491,2492,2493,2494,2495,2496,2497,2498,2499,2500
AIM/CGE,ssp370,World,Effective Radiative Forcing,W/m^2,not_applicable,CMIP6,0.259367068,0.242788114,0.214655617,0.179488272,0.145353885,0.098651144,-0.133032153,0.016012389,0.147192448,0.226591085,0.261231482,0.259795206,-0.664034413,-0.415601766,-0.048122205,0.070897668,-0.229307493,-0.265746612,0.049881921,0.221123065,0.158125581,0.20679169,0.248712785,0.237596245,0.204710986,0.174756172,0.157259871,0.163114045,0.209072943,0.283348935,0.327445436,0.329656163,0.308001709,-1.519504245,-3.44041412,-1.311303807,-0.492673872,-0.086369104,0.167807172,0.315426492,0.366678876,0.36298785,0.349870689,0.321899915,0.286532022,0.251409469,0.090001781,-0.033018026,0.056002925,0.143443087,0.192958705,0.23566036,0.268337863,0.289747046,0.29484214,0.287677634,0.275813458,0.257594437,0.237395252,-3.330834858,-2.290178273,-0.69056559,-0.088925059,0.130637583,0.219753506,-3.252062669,-4.226016138,-1.413279985,-0.295530995,0.079272084,0.192818414,0.118515613,0.113929858,-0.222103917,0.031987002,0.202594997,0.286902678,0.327418825,0.339526382,0.334322889,0.313130025,-2.140496091,-1.418916384,-0.355091548,0.046924787,-1.562394464,-0.909410803,-0.061583694,0.246881653,0.334963088,0.346484826,0.325506113,0.294683261,0.267168924,0.249488034,0.248448246,0.082645907,0.150871692,0.244821927,0.288961076,0.310824461,0.312119404,0.309022319,0.136887502,0.089025719,0.210728567,0.218082292,0.059697689,0.210699547,0.294072222,0.328347827,0.268895709,-0.478745502,-0.118091175,0.173190366,0.273453037,0.306345499,0.312878451,0.328616942,0.348082439,0.351102048,0.361846042,0.351283457,0.134261403,0.25101457,0.253199158,0.258610477,0.294559915,0.30749664,0.309906527,0.27958636,0.29525976,0.329459931,-0.188130277,-1.652710666,-0.489360153,0.057618408,0.108548126,0.256148249,0.314911152,0.195445583,0.048696662,0.254992669,0.390238938,0.4164758,0.393319384,0.366210371,0.343646047,0.329146621,0.304648059,0.29359788,0.28028533,0.178577121,-0.61984679,-0.139973277,0.174575233,0.290421799,0.140105645,0.241788889,0.284108629,0.266237486,0.258777693,-0.192128559,-0.263736199,0.128079595,0.325526971,0.361446296,0.377756631,0.397720814,0.442648858,0.380148595,0.4395535,0.308577332,0.281350582,0.370615851,0.391280217,0.420639767,0.419956471,0.38759358,0.2012564,0.416798475,0.467402575,0.370299951,0.458818998,0.472319142,0.47708508,0.517185378,0.49974745,0.540716251,0.518759599,0.463542351,0.438478072,0.418371952,0.400072241,0.419875859,0.525887912,0.556618052,0.547685437,0.546266864,0.559621136,0.474599199,0.413477145,0.414575793,0.404421928,0.416652182,0.402009835,0.431574299,0.473615447,0.490932773,0.442259245,0.415764878,0.289636333,0.111786054,-0.63469637,-0.546284146,-0.213572606,0.235806088,0.107530174,0.204090108,0.291803716,0.299550842,0.191976148,0.301156356,0.404258532,0.388499602,0.124523236,0.359449582,0.520567383,0.637580426,0.706597426,0.720325335,0.762805854,0.533054386,0.072857728,0.50694657,0.749419331,0.806277025,0.91382896,1.064214763,1.205050718,1.233399958,0.713663151,-0.510439656,0.341187101,1.09538585,1.322039215,1.424110912,1.475677219,1.60850011,1.733098373,1.78552229,1.798176353,1.853374503,1.801245344,1.777977835,1.736643306,1.734228013,1.767504604,1.838653433,1.880423097,1.994138161,2.03203345,2.126625718,2.2141263,2.245809876,2.354661976,2.366438727,2.40432146,2.448132374,2.495641333,2.550432939,2.631527976,2.716694358,2.785008838,2.840053086,2.87867195,2.914919004,2.951159632,3.002984443,3.048494877,3.102418668,3.156895512,3.222500664,3.307838284,3.409627654,3.477826088,3.558701197,3.605612785,3.669240519,3.709316556,3.751109014,3.795265457,3.854303724,3.921753367,3.999121394,4.100419479,4.190319021,4.283349951,4.35176268,4.395480152,4.427171856,4.47903669,4.532416851,4.590373085,4.66401614,4.754431862,4.849960084,4.920524898,4.994767092,5.068077176,5.116798261,5.169152377,5.224910854,5.2905107,5.359599463,5.43723476,5.537145479,5.634157008,5.719914053,5.785920862,5.842001253,5.891755071,5.953263197,6.017697766,6.078550561,6.146541269,6.214639283,6.294061913,6.385131762,6.477771527,6.564752924,6.639621736,6.711721479,6.77057563,6.837234314,6.888998757,6.950536935,7.023106107,7.098414429,7.188773005,7.290247552,7.385888459,7.487725613,7.552207704,7.60549981,7.663492051,7.718617469,7.787443719,7.856872748,7.942462315,8.040529071,8.141699299,8.214616067,8.285910874,8.34518275,8.392603654,8.44747855,8.50291556,8.565726088,8.634565886,8.716305031,8.819267912,8.87969204,8.939470219,8.970742746,9.018426601,9.05119604,9.093049468,9.137853701,9.189040889,9.258808129,9.338688444,9.419668328,9.448290737,9.499267771,9.518254589,9.539840048,9.572210036,9.606007887,9.65131434,9.713341434,9.806286839,9.855116285,9.904900005,9.927479349,9.9407016,9.948385829,9.976634257,10.0044116,10.03639433,10.07555516,10.13133754,10.18743809,10.22451577,10.26288498,10.29237052,10.30646637,10.33641898,10.35552371,10.37981449,10.40726539,10.43773545,10.48549534,10.5495372,10.60485532,10.632019,10.65481876,10.66567373,10.66869009,10.67553376,10.69092311,10.71777306,10.76092309,10.82183927,10.88127943,10.89417508,10.92317038,10.91257696,10.91129702,10.9165246,10.92883386,10.94793076,10.97950623,11.03157645,11.07034034,11.10667916,11.12725355,11.13047178,11.12631138,11.13100721,11.13387543,11.14263741,11.15215634,11.16623779,11.18706318,11.21784732,11.26723478,11.28867242,11.3139409,11.33628373,11.32865047,11.32364277,11.3251271,11.33486465,11.34675076,11.36871112,11.41160361,11.4555737,11.48581574,11.49060797,11.4880799,11.47435358,11.47538646,11.47815296,11.47518371,11.48066932,11.48490493,11.50095427,11.52898359,11.5588218,11.58331609,11.59231944,11.59898655,11.59181657,11.59126151,11.57601119,11.5704311,11.57650602,11.5858666,11.61045352,11.64450248,11.67138746,11.70726073,11.70012688,11.683117,11.66899749,11.65024934,11.64890961,11.64353538,11.65819992,11.68722449,11.70760587,11.71503818,11.7278121,11.71882885,11.71098513,11.68998339,11.68289523,11.67892546,11.68206244,11.69619908,11.72825311,11.7567801,11.76122743,11.75808896,11.73787806,11.71683616,11.70776223,11.69318517,11.68390429,11.67651956,11.66670407,11.66773336,11.68008962,11.69576131,11.69199037,11.69075305,11.6795096,11.65730664,11.6399902,11.61262714,11.59643823,11.59142836,11.59001535,11.60582438,11.63048595,11.6481209,11.66452685,11.63669214,11.61431154,11.58608601,11.56734036,11.54941212,11.54498889,11.55701992,11.57644139,11.58950392,11.5851218,11.57755267,11.56086777,11.5340885,11.5182848,11.50992476,11.50387942,11.51176672,11.53651236,11.56288656,11.56924005,11.56485267,11.52752251,11.51622092,11.49462431,11.47591515,11.46391987,11.46723602,11.49006012,11.51008233,11.53180541,11.5292054,11.50688372,11.50198323,11.498728,11.49553585,11.49234962,11.4891768,11.48601704,11.48286256,11.47971858,11.47662491,11.47349993,11.47037909,11.4673135,11.46421034,11.46115419,11.45806578,11.45502406,11.45198744,11.44891778,11.44589434,11.44287557,11.43986129,11.43685476,11.43384658,11.43084618,11.42784947,11.42490029,11.42191448,11.41892638,11.41599101,11.41301306,11.41008195,11.40710997,11.40418262,11.40125816,11.39829007,11.39537642,11.39245743,11.38954444,11.38663577,11.3837271,11.38086268,11.37795816,11.3750535,11.37215064,11.36929757,11.36639607,11.36354608,11.3606478,11.35779901,11.35495157,11.35209984,11.34920866,11.34636301,11.3435244,11.34068098,11.33783684,11.33503807,11.33220144,11.32935799,11.32656565,11.32372973,11.32088889,11.31809689,11.31530766,11.3124703,11.30968034,11.30688885,11.30409793,11.30131328,11.29852329,11.29573732,11.29294609,11.29016108,11.28737051,11.28462883,11.28184459,11.27905841,11.27631552,11.27352981,11.27078707,11.26804459,11.26530785,11.26251848,11.25978174,11.25703753,11.25429889,11.25155465,11.24881399,11.24611813,11.2433773,11.24063633,11.23794056,11.2351972,11.23250107,11.22976316,11.22706253,11.22436381,11.22167048,11.21892955,11.21622808,11.21353187,11.21083356,11.20818227,11.20548317,11.20278384,11.20008421,11.19742962,11.19472907,11.19207748,11.18937421,11.18672185,11.18406331,11.18136456,11.178703,11.17604892,11.1733923,11.17073532,11.16807776,11.16546336,11.16280488,11.16014371,11.15748787,11.15487151,11.15220902,11.1495974,11.1469795,11.14431889,11.14170356,11.1390877,11.13646569,11.13384868,11.13123104,11.12861084,11.12599217,11.12337644,11.12080063,11.1181781,11.1155584,11.11298065,11.11036198,11.10778091,11.10520505,11.10258221,11.09999943,11.0974214,11.09484288,11.09226179,11.08968195,11.08709946,11.08451637,11.08198436,11.07939983,11.07681472,11.07428087,11.07169227,11.06915708,11.06661911,11.06402835,11.06148918,11.05894925,11.05640862,11.05386723,11.05132309,11.04878044,11.04623491,11.04373522,11.04118832,11.03864638,11.03614468,11.03360118,11.0310981,11.02855329,11.02604666,11.02354498,11.02104478,11.01849478,11.01599094,11.01348076,11.0110224,11.00852204,11.00601334,11.00350583,11.00099546,10.99853355,10.99602751,10.99356201,10.99105439,10.98858737,10.98612534,10.98360992,10.98114644,10.9786802,10.9762153,10.97374737,10.97127524,10.96880591,10.96638309,10.96391808,10.96144654,10.95902162,10.95778518
AIM/CGE,ssp370,World,Effective Radiative Forcing|Anthropogenic,W/m^2,not_applicable,CMIP6,0,0.001756263,0.00369797,0.004707139,0.004987226,0.00703343,0.008562432,0.008843661,0.010441407,0.011487358,0.011816783,0.013356894,0.015655135,0.017507469,0.020829214,0.021064017,0.02304658,0.024977115,0.024859738,0.026963906,0.0284695,0.032155605,0.034802076,0.036707251,0.036778843,0.039927799,0.042705085,0.044456845,0.045683078,0.048521798,0.049830276,0.05219324,0.054827636,0.057058888,0.060112981,0.061087427,0.063551614,0.065039304,0.065935378,0.068959659,0.071274577,0.074371629,0.076971788,0.078955507,0.079176076,0.081854205,0.083891729,0.084844618,0.085756307,0.087860297,0.08912129,0.091752613,0.092857357,0.095953737,0.098384119,0.099638725,0.102208227,0.104021288,0.105470788,0.108205003,0.110419986,0.113200038,0.115828947,0.117734597,0.117983723,0.120379554,0.12182814,0.123522992,0.124545621,0.127157035,0.128131348,0.130088114,0.131864655,0.133733595,0.135795743,0.136239768,0.137353301,0.136615832,0.135645978,0.137571318,0.135473642,0.138579172,0.139303432,0.139413985,0.138740062,0.140092107,0.138421501,0.138651201,0.137877164,0.138487697,0.138408082,0.138786495,0.138973992,0.140496831,0.140915996,0.14097865,0.14495819,0.144517965,0.145428455,0.14729175,0.146519275,0.149707599,0.152194204,0.153837252,0.149828656,0.153003818,0.153437416,0.156156732,0.159183199,0.161081334,0.161513798,0.16471651,0.169373414,0.171992689,0.173752939,0.174765202,0.179062167,0.179720182,0.182197615,0.182552342,0.183645024,0.183325057,0.179857167,0.177156221,0.185081207,0.185255714,0.18669111,0.187711597,0.191507838,0.18848352,0.180519904,0.181177488,0.180118131,0.17752229,0.180211637,0.184997347,0.191628993,0.192457584,0.183993479,0.193364428,0.185952851,0.18640592,0.191836929,0.201855433,0.201867755,0.197199597,0.195614329,0.189452072,0.182639366,0.167306291,0.161562674,0.157386456,0.15608961,0.138675526,0.140838754,0.128175451,0.122655411,0.098227754,0.128056102,0.121221134,0.115971019,0.12667367,0.122339744,0.110342093,0.158630435,0.172588424,0.15144233,0.14566804,0.162063757,0.239844438,0.208546333,0.287346953,0.275488178,0.219006321,0.232855922,0.232616963,0.23390013,0.209761519,0.217583404,0.19401158,0.237882726,0.303714334,0.367536595,0.355154009,0.325187091,0.303606182,0.286317731,0.26586234,0.317545453,0.298771337,0.263260895,0.254193653,0.25284912,0.253501427,0.268407044,0.339337221,0.353319455,0.29920231,0.282524369,0.311215303,0.260160368,0.243851031,0.247285261,0.250515423,0.2629193,0.221308805,0.191069172,0.177506105,0.187755919,0.171097578,0.166652919,0.091889853,0.103420143,0.103205802,0.101471053,0.103616204,0.117724163,0.150979357,0.153341422,0.164337093,0.166098886,0.198241558,0.227947169,0.253707649,0.304505418,0.347976718,0.339787091,0.385137679,0.433825855,0.467396316,0.526889785,0.600280291,0.646020365,0.708827662,0.745212528,0.787716202,0.830883097,0.865245085,0.92252942,0.969141524,1.010746144,1.04833929,1.113759033,1.147754482,1.195832546,1.261409392,1.315296243,1.329240471,1.410977906,1.498918405,1.524900413,1.551855453,1.596085784,1.616701544,1.613466995,1.620686496,1.649531169,1.697455716,1.759227393,1.827652281,1.88791117,1.920369011,1.97097487,2.03121078,2.070896764,2.223633024,2.286172131,2.347912055,2.409701779,2.471893892,2.535459096,2.594006092,2.653314493,2.713018272,2.7731847,2.833848555,2.89508078,2.956759039,3.018793195,3.081281747,3.144284095,3.207694049,3.271308449,3.334820411,3.398329832,3.461964304,3.525772823,3.589819259,3.654133461,3.718749732,3.783671346,3.848062536,3.912672392,3.977454035,4.042406955,4.107566978,4.172923849,4.238486336,4.304264681,4.370267975,4.436481339,4.505365814,4.574418688,4.643611681,4.712948205,4.782449055,4.852086781,4.921882997,4.991837039,5.06192011,5.132165039,5.202759196,5.273519367,5.344423883,5.415473845,5.486678524,5.558013543,5.629491188,5.701100417,5.772846667,5.844712287,5.91697899,5.989381227,6.06193008,6.134613163,6.207421973,6.280357081,6.353420084,6.426588411,6.499866182,6.573237627,6.646345668,6.719529288,6.792798894,6.866134728,6.939545846,7.013032448,7.086572918,7.160190265,7.233858649,7.307602407,7.382829669,7.458148894,7.533592694,7.609151409,7.684819414,7.760607499,7.83648875,7.912473658,7.988556954,8.064719077,8.14004593,8.214388762,8.286708507,8.357143059,8.425794386,8.492766959,8.558138807,8.622000629,8.684422959,8.745473077,8.805202075,8.8636776,8.920956848,8.97708098,9.032090101,9.086027448,9.138964081,9.190895174,9.241839677,9.291832895,9.340972791,9.389230724,9.436690221,9.483265437,9.529046256,9.574108503,9.618362248,9.661889984,9.704660132,9.746795239,9.788216482,9.828931797,9.86901895,9.908495011,9.947259226,9.985447779,10.02306856,10.06002404,10.09644517,10.13228583,10.1675023,10.20221551,10.23638739,10.27002266,10.30308034,10.33562446,10.36766947,10.39922017,10.43023246,10.46081758,10.49081761,10.52039478,10.54945154,10.5781024,10.6063012,10.63405164,10.66141545,10.68829344,10.71474718,10.7407778,10.76644525,10.79165649,10.81646224,10.84087002,10.86483097,10.88846224,10.91165665,10.93447266,10.95691942,10.97899385,11.00065804,11.02196155,11.04290833,11.06345984,11.08366355,11.10352313,11.12299751,11.14213528,11.16089865,11.17932866,11.19744004,11.21517621,11.23255489,11.24961688,11.26632693,11.28272176,11.29881904,11.31451845,11.32997271,11.34503373,11.35985523,11.37429234,11.38844303,11.40226268,11.41580676,11.42902003,11.44191891,11.45454443,11.4668484,11.47888914,11.49061537,11.50203388,11.51314827,11.52400202,11.53455344,11.54484827,11.55480898,11.56451046,11.57396885,11.58308767,11.59196771,11.60059622,11.60889835,11.61696272,11.62474485,11.6322927,11.63951456,11.64650509,11.6532608,11.6597011,11.66591507,11.6718565,11.6775692,11.68297513,11.68816026,11.69307337,11.69777213,11.70220316,11.70637683,11.71029108,11.7139901,11.71742719,11.72061129,11.72358056,11.72629656,11.72876333,11.73101312,11.73301948,11.7347666,11.73627053,11.73756054,11.7385819,11.73940323,11.7399802,11.7403055,11.74039009,11.74027786,11.73991884,11.73936086,11.73855748,11.72959537,11.72073451,11.71237248,11.70437369,11.69676385,11.68954305,11.68259881,11.67591655,11.66954626,11.66339262,11.65750871,11.6518051,11.64629247,11.64092692,11.63576664,11.63072517,11.62582248,11.6210586,11.61641441,11.61188416,11.60741219,11.6030872,11.59884813,11.59464421,11.59052247,11.58651601,11.58253266,11.57860684,11.57473758,11.57096917,11.56720412,11.56348016,11.5598032,11.55616832,11.55256369,11.54903947,11.54550903,11.54200163,11.53856549,11.53511621,11.53169044,11.5283288,11.52494474,11.52162846,11.51828114,11.51500076,11.51169065,11.50844264,11.50520385,11.50198323,11.498728,11.49553585,11.49234962,11.4891768,11.48601704,11.48286256,11.47971858,11.47662491,11.47349993,11.47037909,11.4673135,11.46421034,11.46115419,11.45806578,11.45502406,11.45198744,11.44891778,11.44589434,11.44287557,11.43986129,11.43685476,11.43384658,11.43084618,11.42784947,11.42490029,11.42191448,11.41892638,11.41599101,11.41301306,11.41008195,11.40710997,11.40418262,11.40125816,11.39829007,11.39537642,11.39245743,11.38954444,11.38663577,11.3837271,11.38086268,11.37795816,11.3750535,11.37215064,11.36929757,11.36639607,11.36354608,11.3606478,11.35779901,11.35495157,11.35209984,11.34920866,11.34636301,11.3435244,11.34068098,11.33783684,11.33503807,11.33220144,11.32935799,11.32656565,11.32372973,11.32088889,11.31809689,11.31530766,11.3124703,11.30968034,11.30688885,11.30409793,11.30131328,11.29852329,11.29573732,11.29294609,11.29016108,11.28737051,11.28462883,11.28184459,11.27905841,11.27631552,11.27352981,11.27078707,11.26804459,11.26530785,11.26251848,11.25978174,11.25703753,11.25429889,11.25155465,11.24881399,11.24611813,11.2433773,11.24063633,11.23794056,11.2351972,11.23250107,11.22976316,11.22706253,11.22436381,11.22167048,11.21892955,11.21622808,11.21353187,11.21083356,11.20818227,11.20548317,11.20278384,11.20008421,11.19742962,11.19472907,11.19207748,11.18937421,11.18672185,11.18406331,11.18136456,11.178703,11.17604892,11.1733923,11.17073532,11.16807776,11.16546336,11.16280488,11.16014371,11.15748787,11.15487151,11.15220902,11.1495974,11.1469795,11.14431889,11.14170356,11.1390877,11.13646569,11.13384868,11.13123104,11.12861084,11.12599217,11.12337644,11.12080063,11.1181781,11.1155584,11.11298065,11.11036198,11.10778091,11.10520505,11.10258221,11.09999943,11.0974214,11.09484288,11.09226179,11.08968195,11.08709946,11.08451637,11.08198436,11.07939983,11.07681472,11.07428087,11.07169227,11.06915708,11.06661911,11.06402835,11.06148918,11.05894925,11.05640862,11.05386723,11.05132309,11.04878044,11.04623491,11.04373522,11.04118832,11.03864638,11.03614468,11.03360118,11.0310981,11.02855329,11.02604666,11.02354498,11.02104478,11.01849478,11.01599094,11.01348076,11.0110224,11.00852204,11.00601334,11.00350583,11.00099546,10.99853355,10.99602751,10.99356201,10.99105439,10.98858737,10.98612534,10.98360992,10.98114644,10.9786802,10.9762153,10.97374737,10.97127524,10.96880591,10.96638309,10.96391808,10.96144654,10.95902162,10.95778518
